CODE,BIODIV,F_THREAT
4396,0.889922151,1.01201
4397,0.877547596,1.01201
4398,0.856417979,1.01101
4399,0.831494793,0.01001
4400,0.835334088,0.01001
4401,0.875692904,0.011011
4402,0.850599367,0.013013
4403,0.853941576,0.014014
4404,0.8638309,0.017017
4405,0.875113814,0.022022
4406,0.836378496,0.027027
4407,0.837030111,0.036036
4408,0.90273628,0.045045
4409,0.940741811,1.06106
4410,0.986397857,1.06907
4411,1.004487704,1.08709
4412,1.004487704,1.14815
4413,1.014137574,1.17918
4414,1.099848934,1.27928
4415,1.758419957,1.38038
4416,1.128299811,2.38839
4417,1.089292738,2.43744
4418,1.360796306,2.44545
4419,1.390180506,1.4955
4420,1.274920913,1.54855
4421,1.299896259,1.53353
4422,1.297704249,1.52452
4423,1.272711962,1.55355
4424,1.422895438,1.36637
4425,1.45578561,0.368368
4549,1.098098303,0
4550,1.012633717,0.00800801
4551,1.085863998,0.013013
4552,1.182190688,0.048048
4553,1.125061949,0.0620621
4554,1.064149959,0.024024
4555,0.924858753,2.01401
4556,0.886411979,1.01301
4557,0.857267871,1.01301
4558,0.857267871,0.012012
4559,0.826135737,0.01001
4560,0.820064471,0.011011
4561,0.829529646,0.012012
4562,0.850727897,0.015015
4563,0.838354266,0.017017
4564,0.855059453,0.019019
4565,0.863513375,0.02002
4566,0.832418033,0.023023
4567,0.837240905,0.026026
4568,0.879947037,0.038038
4569,0.905199,0.0540541
4570,0.951280789,1.06406
4571,0.988502128,1.14915
4572,1.021252031,1.23023
4573,1.185621679,1.22222
4574,1.185621679,1.29329
4575,1.763717191,1.36537
4576,1.192702317,2.36436
4577,1.166638373,1.32633
4578,1.369234425,2.37137
4579,1.391680259,2.48549
4580,1.545568888,2.4955
4581,1.596899123,1.46647
4582,1.307346514,1.51051
4583,1.283987089,2.40641
4584,1.42244066,2.4034
4585,1.295445872,1.30531
4610,1.122994705,0
4611,1.002318716,0
4709,1.0898257,0
4710,1.053154276,0.00800801
4711,1.070400372,0.00900901
4712,1.190775339,0.033033
4713,1.157514653,0.0580581
4714,1.090420232,0.029029
4715,0.92994612,2.01702
4716,0.885896649,1.01502
4717,0.837789356,1.01301
4718,0.811701064,0.011011
4719,0.811701064,0.011011
4720,0.818017092,0.012012
4721,0.808932913,0.014014
4722,0.842182578,0.016016
4723,0.831920155,0.017017
4724,0.842952434,0.019019
4725,0.808577685,0.021021
4726,0.828505364,0.022022
4727,0.83565268,0.024024
4728,0.860427178,0.034034
4729,0.886690607,0.047047
4730,0.938368716,0.0830831
4731,0.974978851,1.15616
4732,1.014435118,0.223223
4733,1.145006126,0.285285
4734,1.151748941,0.309309
4735,1.138826059,2.26727
4736,1.138826059,2.21622
4737,1.152039445,2.25626
4738,1.091509935,1.25726
4739,1.137642399,0.482482
4740,1.442561354,0.427427
4741,1.519775632,0.456456
4742,1.431482489,0.601602
4743,1.261900643,1.36937
4744,1.141378677,1.43744
4745,1.260030583,1.43243
4746,1.268508351,1.53654
4747,1.064244536,0
4748,1.0870931,0
4768,1.475419502,0
4769,1.505656513,0.0800801
4770,1.505656513,0.106106
4771,1.492440642,0.224224
4772,1.516035436,0.576577
4773,1.023034112,0
4774,0.996814574,0
4869,1.089021547,0.004004
4870,1.012073336,0.00900901
4871,1.051469323,0.012012
4872,1.041982687,0.0510511
4873,1.001252374,0.043043
4874,0.936668162,0.028028
4875,0.921882951,2.01802
4876,0.853018101,1.01702
4877,0.814780153,0.012012
4878,0.802926478,0.012012
4879,0.800168412,0.012012
4880,0.775058247,0.014014
4881,0.773368377,0.017017
4882,0.773368377,0.019019
4883,0.761889861,0.02002
4884,0.770485796,0.022022
4885,0.767366622,0.022022
4886,0.807217865,0.024024
4887,0.810738372,0.027027
4888,0.827785482,0.034034
4889,0.840687583,1.04304
4890,0.89976182,1.08709
4891,0.926193156,1.13614
4892,0.95771742,1.17618
4893,0.979494693,1.16316
4894,1.010686195,0.217217
4895,1.095081179,1.27528
4896,1.115791505,1.20721
4897,1.136862101,2.16216
4898,1.107781511,2.18318
4899,1.242461646,0.376376
4900,1.242461646,0.222222
4901,1.520443322,0.365365
4902,1.513765667,0.582583
4903,1.157631034,1.43944
4904,1.060654955,1.3994
4905,1.026200391,0.314314
4906,1.036467175,0.521522
4907,1.076461742,0.563564
4908,1.11172658,0.481481
4909,1.214526168,0.53954
4910,1.317352429,0
4927,1.646903489,0
4928,1.625596522,0.0550551
4929,1.365825416,0.0700701
4930,1.288107938,0.114114
4931,1.477411597,0.3003
4932,2.128955457,0.738739
4933,2.97015739,0.396396
4934,1.883183977,0.186186
5028,0.918494557,0
5029,1.091766931,0.005005
5030,1.015828137,0.01001
5031,1.073140437,0.00900901
5032,1.505082466,0.0650651
5033,1.004801867,0.04004
5034,0.946698945,2.02502
5035,0.912873688,2.01802
5036,0.85265095,0.014014
5037,0.829761765,0.013013
5038,0.80553845,1.01401
5039,0.793025327,0.014014
5040,0.762835982,0.016016
5041,0.764245912,0.019019
5042,0.766576674,0.021021
5043,0.766576674,0.023023
5044,0.759796329,0.024024
5045,0.765615575,0.025025
5046,0.800319904,1.02803
5047,0.80948377,1.03003
5048,0.827074949,1.03303
5049,0.825701244,2.04004
5050,0.879283181,1.05506
5051,0.896408363,1.0961
5052,0.922356012,1.09409
5053,0.952058896,2.07708
5054,1.007848265,0.0820821
5055,1.014472778,0.166166
5056,1.101163842,0.185185
5057,1.13077726,2.23524
5058,1.128136652,2.26326
5059,1.399249288,0.163163
5060,1.410273862,0.195195
5061,1.225490123,0.27027
5062,1.225490123,0.346346
5063,1.093737744,1.28529
5064,1.036701671,1.28228
5065,1.011350716,0.208208
5066,0.997229094,0.151151
5067,1.002720778,0.245245
5068,1.033424526,0.275275
5069,1.074496108,0.46046
5070,1.216852913,0.560561
5087,1.647335215,0.047047
5088,1.552890575,0.033033
5089,1.325715426,0.0870871
5090,1.202200666,0.146146
5091,1.244238295,0.44044
5092,1.500169339,0.855856
5093,1.97871003,0.824825
5094,1.990005951,0.396396
5188,0.887321554,1
5189,1.134711109,1.004
5190,1.082415038,0.005005
5191,1.084607811,0.00700701
5192,1.037923742,0.0600601
5193,0.980367222,1.05205
5194,0.950970357,2.03303
5195,0.935804323,0.02002
5196,0.880983016,0.018018
5197,0.825450543,0.016016
5198,0.801963553,0.017017
5199,0.786260903,0.018018
5200,0.760831278,0.018018
5201,0.760831278,0.021021
5202,0.761098795,0.024024
5203,0.760608096,0.026026
5204,0.770388234,1.02803
5205,0.770388234,1.02703
5206,0.774681862,1.02603
5207,0.786501704,0.027027
5208,0.803170477,0.026026
5209,0.813133389,0.032032
5210,0.850154192,0.041041
5211,0.870432341,1.04905
5212,0.899553319,1.05706
5213,0.918486849,2.06607
5214,0.975783246,2.05205
5215,1.008802437,1.06006
5216,1.023091264,2.09009
5217,1.088348431,1.17117
5218,1.12300733,1.1972
5219,1.400981066,1.14414
5220,1.396817612,0.51952
5221,1.212802869,0.277277
5222,1.04376163,1.15115
5223,1.01793519,1.20621
5224,0.978684091,0.15015
5225,0.978684091,0.104104
5226,0.975965541,0.0880881
5227,0.976109847,0.117117
5228,0.998486062,0.159159
5229,1.007946322,0.29029
5230,1.204296535,1.51351
5231,1.218883784,0
5247,2.298850627,0.035035
5248,2.302405503,1.04004
5249,1.395069519,1.07307
5250,1.204662944,1.11612
5251,1.103599821,0.42042
5252,1.449843507,0.544545
5253,1.715506549,0.32032
5254,1.815717112,0.237237
5255,1.574057459,0
5348,0.88385918,0
5349,1.150383321,1.004
5350,1.081600373,0.003003
5351,1.104548942,0.02002
5352,1.246877328,0.046046
5353,1.228164157,1.06406
5354,0.955096851,0.03003
5355,0.939611669,0.023023
5356,0.863282879,0.019019
5357,0.833364748,0.018018
5358,0.808016829,0.019019
5359,0.782607824,0.02002
5360,0.771045925,0.022022
5361,0.759347598,0.024024
5362,0.764825477,0.026026
5363,0.75855364,1.02703
5364,0.764678383,1.02803
5365,0.771440799,0.03003
5366,0.781770253,0.028028
5367,0.781770253,0.029029
5368,0.788359614,0.03003
5369,0.809216166,0.034034
5370,0.823023228,0.038038
5371,0.851300091,0.0560561
5372,0.883699986,1.06507
5373,0.904356512,1.08809
5374,0.933408013,2.08408
5375,0.973305974,2.05706
5376,1.020608503,2.07708
5377,1.202102126,1.08308
5378,1.22667113,1.10511
5379,1.28451435,1.07207
5380,1.392320896,0.117117
5381,1.09468361,0.274274
5382,1.030224386,1.18318
5383,0.98835577,1.11311
5384,0.960812292,0.104104
5385,0.975088177,0.0540541
5386,0.972475499,0.0670671
5387,0.972475499,0.0900901
5388,0.977164392,0.124124
5389,0.947210138,0.215215
5390,1.00629594,0.229229
5391,1.158311152,0
5406,2.548568234,0
5407,1.890068256,0.032032
5408,1.890068256,0.026026
5409,1.380370659,1.03604
5410,1.993487495,1.09309
5411,1.979136442,0.279279
5412,1.668242011,0.279279
5413,1.743157251,0.134134
5414,1.779239414,0.219219
5415,1.933451796,0.32032
5508,0.841218605,0
5509,1.137642399,1.002
5510,1.070223365,1.00701
5511,1.066446756,0.037037
5512,1.234360267,0.0510511
5513,1.228974934,1.06507
5514,0.96662957,1.06607
5515,0.945773579,1.03403
5516,0.888807886,1.02603
5517,0.899469189,2.02603
5518,0.86189474,1.02202
5519,0.785030072,1.02402
5520,0.769728546,1.02503
5521,0.768313861,0.027027
5522,0.763463398,1.02803
5523,0.766207046,1.02903
5524,0.764622022,0.03003
5525,0.767320234,0.031031
5526,0.781063027,0.029029
5527,0.786945776,0.028028
5528,0.799654681,0.029029
5529,0.799654681,0.029029
5530,0.810208463,0.034034
5531,0.845317037,1.04004
5532,0.874045599,1.06406
5533,0.90661058,1.0991
5534,0.917527273,2.09409
5535,0.955891279,1.08509
5536,0.997983079,0.0690691
5537,1.18784462,1.06607
5538,1.223904886,1.06406
5539,1.274762571,2.04605
5540,1.36383209,2.15315
5541,1.264151155,1.30931
5542,1.064154689,1.24224
5543,1.029307281,0.116116
5544,0.965327462,0.047047
5545,0.970811019,0.046046
5546,0.991058033,0.0620621
5547,0.981359793,0.107107
5548,0.961357172,0.116116
5549,1.005388538,0.156156
5550,1.005388538,0.168168
5551,1.158916806,0
5566,1.693373458,0
5567,1.730888637,0.027027
5568,1.627616485,1.04505
5569,1.77217832,0.038038
5570,1.718592923,1.09209
5571,1.718592923,1.13313
5572,1.511606919,0.167167
5573,1.531205997,0.510511
5574,2.02507241,0.316316
5575,2.320694051,0.3003
5668,1.056201082,0
5669,0.988413878,0.003003
5670,0.988413878,1.02102
5671,0.99679415,1.03403
5672,0.990188717,1.03604
5673,0.996047885,1.04104
5674,0.96969464,0.0520521
5675,0.971199613,0.044044
5676,0.944373988,0.03003
5677,0.921533558,1.02803
5678,0.824349715,1.02603
5679,0.811504325,1.02603
5680,0.789683405,1.02803
5681,0.781871511,1.02803
5682,0.781871511,1.03103
5683,0.786603609,0.032032
5684,0.775413124,0.032032
5685,0.772898635,0.032032
5686,0.783643093,0.031031
5687,0.791004721,0.029029
5688,0.794667652,0.03003
5689,0.818821284,0.031031
5690,0.829527323,0.033033
5691,0.851971335,0.042042
5692,0.851971335,1.05205
5693,0.876307903,1.08709
5694,0.904035409,2.07508
5695,0.924478126,0.0750751
5696,0.944187789,1.06306
5697,0.965351071,1.05405
5698,0.997654603,1.04805
5699,1.010758787,2.03303
5700,0.990862574,2.03103
5701,1.024077612,1.03504
5702,1.033059147,1.11011
5703,1.025334916,0.0700701
5704,0.968375305,0.033033
5705,0.956053448,0.045045
5706,0.961017733,0.0680681
5707,0.947718782,0.109109
5708,0.937446646,0.127127
5709,0.993905816,0.126126
5710,1.141876911,1.13213
5711,1.143510342,0
5726,2.229443753,0.02002
5727,2.544758987,0.034034
5728,1.986757171,1.06907
5729,1.370213698,0.046046
5730,1.626087941,1.1001
5731,1.12977149,1.11512
5732,1.233643439,0.269269
5733,2.347953493,0.538539
5734,1.889854928,0.025025
5735,1.578833507,0.276276
5736,0.864745155,0
5827,1.083330604,0
5828,0.991466051,0.002002
5829,0.993292704,0.013013
5830,0.997914643,0.039039
5831,0.997914643,1.05405
5832,1.027294221,1.05005
5833,1.012294659,1.05005
5834,0.979701815,0.043043
5835,0.956105316,0.045045
5836,0.938638674,0.037037
5837,0.906669197,0.027027
5838,0.816251638,0.026026
5839,0.809006952,0.028028
5840,0.794099718,0.03003
5841,0.789591309,0.031031
5842,0.791004721,0.034034
5843,0.790657785,0.036036
5844,0.791495037,0.036036
5845,0.788247294,0.034034
5846,0.797851019,0.033033
5847,0.811211408,0.031031
5848,0.821281283,0.031031
5849,0.840433732,0.031031
5850,0.843227346,0.036036
5851,0.860634563,0.044044
5852,0.886501322,0.0560561
5853,0.904746138,1.09209
5854,0.936826916,2.08609
5855,0.936826916,2.08308
5856,0.950143027,1.08208
5857,0.965444239,1.07608
5858,0.97103506,2.08508
5859,0.990831638,2.08909
5860,0.984937051,2.08609
5861,1.001008956,1.08308
5862,1.003467433,1.14615
5863,1.000111964,1.0991
5864,1.024091832,0.0790791
5865,0.994951305,0.0840841
5866,0.958484382,0.0920921
5867,1.622249031,0.124124
5868,0.953036831,0.131131
5869,0.978581237,1.11812
5870,1.145465761,1.15716
5886,1.560051362,0
5887,1.560778932,0.047047
5888,1.375350337,1.04705
5889,1.285229525,0.0890891
5890,1.334266456,1.15816
5891,1.225256002,1.08509
5892,1.166900797,0.47047
5893,2.303822669,0.446446
5894,2.031380117,0.321321
5895,2.015624021,0.031031
5896,1.362118119,0
5987,1.099827531,0.002002
5988,1.010126825,0.005005
5989,0.991731402,0.04004
5990,0.992275404,0.04004
5991,1.021531357,0.0560561
5992,1.021531357,2.06907
5993,1.015779877,1.04204
5994,0.97999819,1.04004
5995,0.945640284,0.037037
5996,0.929002191,0.037037
5997,0.90102535,0.03003
5998,0.827100785,0.03003
5999,0.826468103,0.031031
6000,0.817389272,0.032032
6001,0.821126838,0.033033
6002,0.794929275,0.045045
6003,0.795695976,0.048048
6004,0.805517699,0.039039
6005,0.812917888,0.037037
6006,0.833262044,0.035035
6007,0.835123697,0.032032
6008,0.85238563,0.022022
6009,0.862426313,1.03704
6010,0.867737903,1.05506
6011,0.883134631,1.05405
6012,0.900339197,1.05606
6013,0.918298667,1.1001
6014,0.945730063,2.0991
6015,0.954549072,1.09109
6016,0.966559151,0.0900901
6017,0.966559151,0.0880881
6018,0.972477904,1.10811
6019,0.977844646,0.119119
6020,0.981719607,1.10811
6021,0.966840689,0.0950951
6022,0.987174602,1.13714
6023,1.011169684,1.1982
6024,1.039894835,1.16316
6025,1.038923921,1.26727
6026,0.985864914,0.171171
6027,1.622658499,0.21021
6028,0.962367279,0.155155
6029,1.132557007,1.17017
6030,1.144670145,0
6046,0.977674489,0
6047,1.484410294,0.0880881
6048,1.457919379,0.0830831
6049,1.290259653,0.1001
6050,1.27233904,1.18318
6051,1.192603298,1.17017
6052,1.049753504,0.265265
6053,1.441617039,0.442442
6054,2.456867908,0.112112
6055,3.135618524,0.0520521
6056,1.558756542,0.321321
6070,1.606559108,0
6071,1.606559108,0
6146,1.065914908,1
