CODE,BIODIV,F_THREAT
10032,1.354490883,0.82983
10033,1.617979326,0.675676
10034,1.03261295,0.0630631
10035,1.028151936,0.109109
10036,1.01788642,0.173173
10037,1.038664335,0.409409
10038,1.145519963,0.543544
10039,1.191714024,0
10146,1.128592367,0.137137
10147,0.996226878,1.28829
10148,0.989295878,1.51251
10149,0.990444564,0.105105
10150,2.288071679,0.293293
10151,1.862914213,0.137137
10152,0.895536141,0.445445
10153,0.866162339,0.653654
10154,0.863425974,0.116116
10155,0.827368355,0.446446
10156,0.850154192,0.299299
10157,0.864169742,0.21021
10158,1.731773784,0.194194
10159,0.906838446,0.193193
10160,0.923746472,0.183183
10161,0.931569315,1.31431
10162,0.917166142,0.307307
10163,0.882687829,0.345345
10164,0.843732623,0.013013
10165,0.863183452,0
10166,0.872488628,0
10167,0.872656253,0
10168,0.870689964,1
10169,0.877094734,1
10170,0.893879564,1.05806
10171,0.935876915,1.3003
10172,1.381755673,1.46446
10173,1.407195878,1.71371
10174,1.128319757,1.08509
10175,0.995501369,0.00700701
10176,0.981629709,0.002002
10177,1.031996787,0
10178,1.156219494,0.019019
10179,1.153998067,0.0830831
10180,1.148308756,0.137137
10181,1.099978645,0
10182,1.208330765,0.521522
10183,1.181043307,1.49149
10184,1.071631589,1.66266
10185,0.98352464,1.33734
10186,0.987255494,1.24424
10187,0.995344505,0.388388
10188,1.046660353,0.522523
10189,1.42553892,0.481481
10190,2.035428489,1.40741
10191,1.954445621,1.50951
10192,1.812290416,0.772773
10193,1.601973886,0.736737
10194,1.090186111,0.193193
10195,1.090186111,0.335335
10196,1.031429285,0.379379
10197,1.069055803,0.439439
10198,1.930593355,0.552553
10305,1.018588622,1
10306,1.023362528,0.284284
10307,0.875647835,0.321321
10308,0.896899369,1.11512
10309,0.917169245,1.35736
10310,2.287544877,1.15415
10311,1.862489176,0.145145
10312,0.874646409,0.144144
10313,0.846333971,0.148148
10314,0.849087128,0.0500501
10315,0.825613768,0.199199
10316,0.832353855,0.297297
10317,0.84062139,0.194194
10318,1.731531465,0.194194
10319,0.918124223,0.178178
10320,1.021187668,0.151151
10321,1.034712077,1.24224
10322,0.944265848,0.253253
10323,0.885358543,0.312312
10324,0.848189621,0
10325,0.849087128,0
10326,0.833095332,0
10327,0.860892008,1
10328,0.85443705,1
10329,0.85588793,0
10330,0.868461248,1.08108
10331,0.862757388,1.26727
10332,0.940378296,1.39239
10333,1.102129603,0.392392
10334,1.037292156,1.26226
10335,0.907144063,0.028028
10336,0.88472546,1.00501
10337,0.943655692,0
10338,1.127307227,0
10339,2.384613543,0.125125
10340,1.167919472,0.197197
10341,1.086465904,0.755756
10342,1.202642708,1.40541
10343,1.133117767,1.58258
10344,0.971270961,1.41542
10345,0.947946409,1.16617
10346,0.949660071,0.157157
10347,0.950587676,0.151151
10348,0.989007476,0.139139
10349,1.261857512,0.155155
10350,1.459200591,0.584585
10351,1.784241982,1.75576
10352,2.12250435,1.85786
10353,1.923551017,1.91692
10354,1.348938508,0.414414
10355,1.120729061,0.473473
10356,1.168042624,0.665666
10357,1.226252268,0.563564
10358,1.616112443,1.54555
10359,2.022403992,1
10465,1.009256641,0
10466,0.891261553,0.424424
10467,0.85471849,0.199199
10468,0.865401753,0.148148
10469,0.885532676,0.0960961
10470,0.894433162,1.23223
10471,0.853661205,0.108108
10472,0.836162357,0.131131
10473,0.844002204,0.177177
10474,0.827197054,0.292292
10475,0.822184034,0.349349
10476,0.825190075,0.233233
10477,0.836162357,0.194194
10478,0.864812287,0.194194
10479,0.898152527,0.157157
10480,1.515103104,0.195195
10481,1.053373092,1.3003
10482,1.041762568,0.246246
10483,0.904493043,0.329329
10484,0.85018587,0
10485,0.840011462,0
10486,0.840499983,0
10487,0.83157533,1
10488,0.823892563,0
10489,0.834573002,0
10490,0.829466931,0
10491,0.869197669,0.184184
10492,0.90361974,0.386386
10493,1.06933462,1.38338
10494,0.916630315,1.37538
10495,0.897832285,1.23023
10496,0.860255885,1.001
10497,0.946033133,1
10498,1.134244094,0
10499,1.181996518,0.222222
10500,1.056619347,0
10501,1.053886938,1.5986
10502,1.117585093,1.56857
10503,1.03454771,1.32232
10504,0.954830959,0.228228
10505,0.932510846,0.153153
10506,0.906916517,0.153153
10507,0.933554784,0.153153
10508,0.963320039,0.143143
10509,1.011381878,0.133133
10510,1.078060287,0.178178
10511,1.347531151,1.5035
10512,1.927168043,0.823824
10513,1.320403832,1.92292
10514,2.052208099,1.89489
10515,2.051538978,1.94294
10516,1.11398674,0.646647
10517,1.281990356,1.34535
10518,1.580686817,0.376376
10519,0.919508199,0
10624,1.017495868,1
10625,1.022012376,0.145145
10626,0.893964161,0.355355
10627,0.836942594,0.033033
10628,0.864456651,0.028028
10629,0.859656307,0.101101
10630,0.834327799,1.13814
10631,0.826326733,0.0950951
10632,0.832674557,0.2002
10633,0.825715426,0.202202
10634,0.821789692,0.394394
10635,0.814867134,0.253253
10636,0.821462134,0.194194
10637,0.829427435,0.194194
10638,0.847040002,0.214214
10639,0.873346343,0.313313
10640,1.010082337,0.219219
10641,1.029806489,1.30831
10642,1.021043502,0.301301
10643,0.904522641,0.166166
10644,0.867535245,0.012012
10645,0.857300572,0.048048
10646,0.853049364,0
10647,0.838438987,1
10648,0.839515186,0
10649,0.834089142,0
10650,0.827002123,0.012012
10651,0.856272242,0.362362
10652,0.884883904,1.38739
10653,0.893272609,1.38438
10654,0.897637197,1.38138
10655,0.868195135,1.36937
10656,0.874306532,1.12813
10657,0.937489028,1
10658,1.050075887,0.127127
10659,1.035672305,0
10660,1.003097037,0
10661,0.945878253,1.45546
10662,0.954020854,1.34735
10663,0.951709887,1.15916
10664,0.928083646,0.152152
10665,0.928631708,0.151151
10666,0.900225186,0.15015
10667,0.919508199,0.148148
10668,0.962352162,0.139139
10669,0.986455364,0.123123
10670,1.015149539,0.137137
10671,1.185683398,1.23924
10672,1.856106599,0.544545
10673,2.058429928,0.88989
10674,2.444078503,1.85285
10675,2.50325661,1.55255
10676,1.27443746,1.75375
10677,1.965063177,1.56456
10678,1.83735447,1.28428
10679,0.933779065,0
10784,1.128002747,1
10785,1.089982535,0.293293
10786,0.964936921,0.421421
10787,0.918653299,0.115115
10788,0.847416756,0.319319
10789,0.845625637,1.20721
10790,0.814690651,1.07908
10791,0.810497665,0.108108
10792,0.832353855,0.149149
10793,0.851742925,0.27027
10794,0.836322231,0.291291
10795,0.837061519,0.201201
10796,0.839040004,0.195195
10797,0.847040002,0.195195
10798,0.869178322,0.24024
10799,0.881323587,0.293293
10800,0.887196936,1.25425
10801,0.995046692,1.37938
10802,1.000802205,1.23824
10803,0.99830572,1.15516
10804,0.911550129,1.08308
10805,0.910381758,0.203203
10806,0.886014854,1
10807,0.86706099,1
10808,0.871617945,1
10809,0.847758693,1
10810,0.831093961,0.284284
10811,0.80231133,0.418418
10812,0.804253351,1.39339
10813,0.810441884,0.388388
10814,0.855894101,0.386386
10815,0.857535461,0.385385
10816,0.86808432,1.24825
10817,0.921437757,1
10818,1.001294496,1.28529
10819,1.089639312,0.812813
10820,1.018762604,0.810811
10821,0.936128665,1.40641
10822,0.87833923,1.18118
10823,0.87137866,0.16016
10824,0.878772846,0.154154
10825,0.899472555,0.151151
10826,0.902444313,0.149149
10827,0.926362726,0.149149
10828,0.966682678,0.139139
10829,0.991202581,0.127127
10830,1.007086818,0.306306
10831,1.300468634,1.1011
10832,1.218911616,1.25726
10833,1.337566785,1.66166
10834,2.70463593,1.91391
10835,2.110444985,0.548549
10836,1.831775395,0.522523
10837,1.435841903,0.498498
10838,2.288028428,0
10839,1.216747141,0
10944,1.130277864,1.45145
10945,1.073367222,1.12813
10946,1.059189599,1.17518
10947,0.972572872,1.02002
10948,0.926451921,0.348348
10949,0.889041085,0.333333
10950,0.865064829,1.19419
10951,0.851337903,0.115115
10952,0.862374412,0.172172
10953,0.862709553,0.327327
10954,0.862190663,0.305305
10955,0.860835718,0.266266
10956,0.867535245,0.247247
10957,0.878809867,0.247247
10958,0.911110333,0.286286
10959,0.906503074,1.24124
10960,0.890705056,1.35936
10961,0.900023844,0.372372
10962,0.908349324,0.155155
10963,0.907886803,0.203203
10964,0.915745252,1.31031
10965,0.914903595,1.04805
10966,0.90030567,1
10967,0.884667815,0
10968,1.190222879,0
10969,1.182017592,1.04805
10970,0.808321766,1.42743
10971,0.795999731,1.42643
10972,0.799649351,1.42042
10973,0.815405638,0.402402
10974,0.8230328,1.39039
10975,0.821095453,1.39039
10976,0.885130342,1.38939
10977,1.045886563,1.43343
10978,1.094893092,1.41742
10979,1.040742923,0
10980,1.110838269,0.555556
10981,1.080513763,0.392392
10982,0.870670749,0.334334
10983,0.875696659,0.397397
10984,0.910005329,0.156156
10985,0.919370044,0.152152
10986,0.92071103,0.148148
10987,0.938402479,0.149149
10988,0.978852292,0.148148
10989,0.98975053,1.13714
10990,1.016853837,1.32032
10991,1.043244059,1.0951
10992,1.060384011,0.213213
10993,1.160792409,0.291291
10994,1.85373559,0.741742
10995,1.261201892,0.656657
10996,1.37145794,0.596597
10997,1.45617493,0.545546
10998,1.523452875,0
11103,1.197535625,1
11104,1.678537096,2.004
11105,1.088977956,1.16416
11106,1.056185545,0.356356
11107,1.522376933,1.11111
11108,1.519860136,1.32132
11109,0.940446589,1.27728
11110,0.900426341,1.23123
11111,0.872385702,0.196196
11112,0.857590573,0.195195
11113,0.866926136,0.299299
11114,0.857859804,0.331331
11115,0.86084376,0.247247
11116,0.870711098,0.221221
11117,0.885230996,1.3964
11118,0.908925288,1.22222
11119,0.903778184,1.32733
11120,0.895134769,0.36036
11121,0.893635948,0.262262
11122,0.898609199,0.431431
11123,0.904540726,0.335335
11124,0.902988118,0.0960961
11125,0.907390844,0
11126,0.910301721,0
11127,0.905076033,0
11128,1.192108395,0
11129,1.183233661,0.0600601
11130,0.829087935,1.40541
11131,0.823018442,2.42743
11132,0.807809022,1.42643
11133,0.813943361,1.42643
11134,0.815593923,1.41441
11135,0.841502313,1.39239
11136,0.889527875,0.399399
11137,1.322377096,0.451451
11138,1.2359413,1.36937
11139,1.117303852,0.746747
11140,1.073287874,0.703704
11141,1.067980317,0.542543
11142,0.868833647,0.471471
11143,0.869545631,0.514515
11144,0.920115038,0.157157
11145,0.935735978,0.153153
11146,0.93724168,0.15015
11147,1.009363195,0.145145
11148,1.039792559,0.135135
11149,1.031285343,1.13514
11150,2.737718318,0.112112
11151,1.04859132,1.16817
11152,1.090983881,0.28028
11153,1.136443211,0.353353
11154,1.821026149,0.542543
11155,1.213626627,0.530531
11156,2.813146837,0.871872
11157,2.836201146,0.820821
11158,1.660975195,0
11159,1.859221719,0
11263,1.54502772,2
11264,1.122570451,1.24725
11265,1.077024133,0.38038
11266,1.071555413,0.254254
11267,1.01772345,0.266266
11268,1.524686565,0.204204
11269,0.97118026,1.12813
11270,0.943515595,1.19019
11271,1.082701839,0.195195
11272,1.067984964,1.1952
11273,0.861361863,1.26026
11274,0.8437957,1.34434
11275,0.85204672,1.27928
11276,0.855263775,1.21522
11277,0.875426113,1.26126
11278,0.864780698,0.196196
11279,0.88954373,0.302302
11280,0.895169103,0.386386
11281,0.89815422,0.245245
11282,0.898497657,0.275275
11283,0.893192939,0
11284,0.894810041,0
11285,0.905592027,0
11286,0.920842234,0
11287,0.91441714,0
11288,0.905905937,0
11289,0.877502911,0.203203
11290,0.848538856,1.43043
11291,0.829592342,2.42943
11292,0.842226393,2.42843
11293,0.85958554,2.42543
11294,0.854457757,1.43143
11295,0.863334563,1.41542
11296,1.118401461,1.43744
11297,1.377869057,1.35836
11298,1.14819851,0
11299,1.663628291,0.68969
11300,1.091125958,0.818819
11301,1.066663494,0.847848
11302,0.881160692,0.522523
11303,0.869060264,0.465465
11304,0.911164559,0.181181
11305,0.934652413,0.155155
11306,1.013750157,0.145145
11307,1.034952082,0.336336
11308,1.071808213,1.29029
11309,1.073578675,1.26426
11310,1.086238159,0.288288
11311,1.075622146,1.24124
11312,1.075456082,0.407407
11313,1.10030592,0.433433
11314,1.167806522,0.483483
11315,1.391136378,0.50951
11316,2.895177355,0.825826
11317,2.474985177,0.836837
11318,1.474417452,0.473473
11319,2.428028799,0
11350,0,-3.40E+38
11351,0,-3.40E+38
11422,1.207826142,1
11423,1.100759949,1.50651
11424,1.066715698,1.40941
11425,1.610780785,1.20921
11426,1.609717634,1.17417
11427,0.986956494,1.13914
11428,1.608950899,1.14815
11429,1.031607933,1.02002
11430,1.640891476,1.18218
11431,1.122148385,1.22523
11432,1.104552214,1.1962
11433,0.886385169,0.339339
11434,0.857908719,0.241241
11435,0.838220428,0.221221
11436,0.834239186,0.202202
11437,0.84428881,0.185185
11438,0.879065141,0.142142
11439,0.896367396,0.117117
11440,0.896503924,0.0590591
11441,0.885205837,0.02002
11442,0.878023666,0
11443,0.966855497,0
11444,1.504025588,0
11445,0.898913114,0
11446,1.955668924,0
11447,0.904015633,0
11448,0.896367396,0
11449,0.86725433,0.251251
11450,0.85653901,0.431431
11451,0.874721865,1.43043
11452,0.885762247,1.37037
11453,0.894198788,2.33433
11454,1.244011154,2.30831
11455,1.393186009,1.3954
11456,1.490215866,1.38138
11457,1.788442974,1.34234
11458,1.367780748,0
11459,2.199002432,0.45045
11460,1.10227251,0.715716
11461,0.949159975,0.776777
11462,0.894610497,0.651652
11463,0.902028911,0.553554
11464,0.924307077,0.435435
11465,0.962895709,0.488488
11466,1.048819856,1.41241
11467,1.054672317,1.5956
11468,1.093063931,1.66466
11469,1.136407042,0.671672
11470,1.133891029,0.70971
11471,1.153935514,1.74074
11472,1.172510623,0.693694
11473,1.174291384,0.65966
11474,1.216390805,0.672673
11475,2.207179946,0.53954
11476,1.317274793,0.597598
11477,1.255171577,0.632633
11478,1.855685246,0.562563
11479,1.515331233,1
11581,1.154672496,1
11582,1.079292328,0.466466
11583,1.053489869,0.282282
11584,1.048153043,1.12613
11585,0.997452135,1.15616
11586,0.962241272,0.106106
11587,0.956651775,0.0740741
11588,0.951280789,0.0750751
11589,0.975189135,0.005005
11590,1.030174613,0.0580581
11591,1.03498274,1.16617
11592,0.961557041,1.22222
11593,0.912955946,0.202202
11594,0.863032235,0.132132
11595,0.850662588,0.125125
11596,0.859217182,0.18018
11597,0.864571308,0.037037
11598,0.868498128,0.019019
11599,0.87505921,0
11600,0.889806055,0
11601,0.883714463,0
11602,0.966477585,0
11603,0.968130102,0
11604,1.503366706,0
11605,0.887821089,0
11606,0.893535658,0
11607,0.899351353,0
11608,0.883518943,0
11609,0.878994878,0.251251
11610,0.857859804,0.309309
11611,0.888493023,0.415415
11612,0.884667815,0.335335
11613,0.91622407,0.288288
11614,1.005472218,2.4024
11615,1.294360661,2.34234
11616,1.533262635,1.35836
11617,1.652447704,1.35936
11618,1.664360484,0.471471
11619,1.572754357,0.249249
11620,1.172071295,0.551552
11621,0.956827592,0.624625
11622,0.924614569,0.377377
11623,0.896336665,0.223223
11624,0.92663911,1.3013
11625,0.956102723,1.73473
11626,0.998587372,1.68869
11627,1.048565065,0.653654
11628,1.072990628,0.733734
11629,1.128646849,0.796797
11630,1.177577427,0.717718
11631,1.213276237,1.74374
11632,1.223655434,1.94795
11633,1.407699249,0.874875
11634,1.500525844,0.813814
11635,2.184264758,0.654655
11636,2.273925914,0.321321
11637,2.418106715,1.37337
11638,1.374139798,1.5986
11639,1.74181689,1.4004
11740,1.157823156,0
11741,1.154649114,0.494494
11742,1.050548074,0.28028
11743,1.036603249,1.1011
11744,1.01116566,1.13213
11745,0.987848902,0.0810811
11746,0.96747651,0.00600601
11747,0.96424491,0
11748,0.966348995,0
11749,0.954193581,0
11750,1.014218944,0.035035
11751,1.029816647,1.13714
11752,1.00168059,1.24324
11753,0.931525761,0.0950951
11754,0.886990268,0.0930931
11755,0.867002368,0
11756,0.868732852,0.00900901
11757,0.867426044,0
11758,0.870486198,0
11759,0.872713368,0
11760,0.887246792,0
11761,0.889044616,0
11762,0.97338262,0
11763,0.968545559,0
11764,0.963968737,0
11765,0.878428248,0
11766,0.879164949,0
11767,0.891376874,0
11768,0.870941524,0
11769,0.886893993,0.144144
11770,0.876876352,0.156156
11771,1.604174905,0.194194
11772,0.913433057,0.39039
11773,1.884337866,0.429429
11774,1.011535614,1.35035
11775,1.188967359,2.3043
11776,2.463900908,0.3003
11777,2.34231057,0.37037
11778,1.681994686,0.665666
11779,1.720877222,0.221221
11780,1.17999852,0.359359
11781,1.093358379,1.68168
11782,0.941619534,1.60861
11783,0.950725944,1.52853
11784,0.948631887,1.59259
11785,1.010204658,0.622623
11786,1.020908861,0.855856
11787,1.010524792,0.704705
11788,1.078740212,0.753754
11789,1.161374567,0.644645
11790,1.263669199,0.668669
11791,1.295572725,0.587588
11792,1.300694192,1.97598
11793,1.963616188,1.96997
11794,1.749688821,0.811812
11795,1.649033058,0.708709
11796,2.425618368,0.402402
11797,2.224301346,1.16617
11798,1.266742336,0.353353
11799,1.855117612,0.199199
11800,1.540124603,0
11899,1.177270952,0
11900,1.156370084,1.54254
11901,1.099557136,0.268268
11902,1.051735755,0.0870871
11903,1.015198927,1.12713
11904,0.988299883,0.0930931
11905,0.984303742,0
11906,0.975369556,0
11907,0.983277665,0
11908,0.973322742,0.01001
11909,0.947647347,0.0680681
11910,1.01172437,0.124124
11911,1.03281795,1.10811
11912,0.998359091,1.16416
11913,0.949363362,0.0950951
11914,0.899529766,0.133133
11915,0.884611958,0
11916,0.885595474,0
11917,0.877491738,0
11918,0.875253087,0
11919,0.884779488,0
11920,0.896039379,0
11921,0.89431773,0
11922,0.978803247,0
11923,0.976460751,0
11924,0.892787208,0
11925,0.890554312,0
11926,0.88204143,0
11927,0.884732664,0
11928,0.88865228,0
11929,0.902314793,0.171171
11930,0.879670677,0.178178
11931,0.920206836,0.156156
11932,0.927101934,0.293293
11933,0.934158091,0.341341
11934,1.099830206,0.387387
11935,1.17523068,1.42943
11936,2.239422294,1.32432
11937,2.323891881,1.52653
11938,2.079637152,0.71972
11939,1.523241691,0.432432
11940,1.169315004,1.33233
11941,1.069347705,1.83884
11942,1.003751843,0.576577
11943,1.00132503,0.568569
11944,0.981793341,0.697698
11945,1.02912395,0.577578
11946,1.045582799,0.625626
11947,1.040406372,0.717718
11948,1.115705726,0.757758
11949,1.896887567,0.903904
11950,1.277468315,0.907908
11951,1.288878897,0.74975
11952,1.802833109,1.98498
11953,1.295612097,1.98198
11954,1.712430439,0.932933
11955,1.47353308,0.900901
11956,1.250232805,1.29329
11957,1.212977325,1.13514
11958,1.189209472,0.26026
11959,1.570213323,0.182182
11960,1.5863332,1.17718
11961,1.053336638,1
12058,1.175145113,1
12059,1.177900745,1.46547
12060,1.114750541,0.331331
12061,1.07808025,0.132132
12062,1.049920226,1.13814
12063,1.016076164,1.12613
12064,0.993622385,0.013013
12065,0.993695459,0
12066,0.989541664,0
12067,1.010553046,0
12068,0.973605221,0
12069,0.953547767,0.0750751
12070,0.948216826,0.0740741
12071,0.989558336,0.042042
12072,0.999117678,1.08909
12073,0.959896862,0.0750751
12074,0.909912323,0.025025
12075,0.907514129,0
12076,0.896367396,0
12077,0.887563465,0
12078,0.871935308,0
12079,0.879292415,0
12080,0.894572632,0
12081,0.985040343,0
12082,0.991524434,0
12083,0.992317109,0
12084,0.90079297,0
12085,0.89358408,0
12086,0.887147068,0
12087,0.887147068,0
12088,0.887261034,0
12089,1.195827141,0.171171
12090,1.192257902,0.198198
12091,1.202641042,0.16016
12092,0.949884339,0.27027
12093,0.947876395,0.377377
12094,1.081883892,0.356356
12095,1.133578619,0.309309
12096,1.631375602,0.342342
12097,2.086492363,1.47447
12098,1.88108854,1.44745
12099,1.469175193,1.46046
12100,1.195404588,1.3013
12101,1.108214399,0.538539
12102,1.013036097,0.484484
12103,1.019131489,0.545546
12104,0.989451612,0
12105,1.03256281,0
12106,1.051603833,0
12107,1.062171754,0.771772
12108,1.138936697,0.907908
12109,1.192186658,0.928929
12110,1.241824682,0.970971
12111,1.214880849,0.855856
12112,1.230306334,1.71371
12113,1.250187293,0.865866
12114,1.249892577,0.67968
12115,1.32332359,1.61862
12116,1.200390609,1.20721
12117,1.13963944,0.115115
12118,1.119957386,0.19019
12119,1.203625318,1.18218
12120,1.831379963,1.32933
12121,1.372285589,0.311311
12122,0.992061263,0
12218,2.233164412,1.62563
12219,1.430789831,1.31932
12220,1.072231678,1.24525
12221,1.071470065,0.163163
12222,1.155060799,1.27528
12223,1.144947448,0.335335
12224,1.136071065,0.136136
12225,1.015828137,0
12226,0.998600166,0
12227,1.02442812,0
12228,1.000000771,0
12229,0.962880629,0.042042
12230,0.947819829,0.133133
12231,1.015787757,0.212212
12232,1.035483478,1.06707
12233,1.045125495,0
12234,0.956737116,0
12235,0.923380472,0
12236,0.922642078,0
12237,0.914553771,0
12238,0.9081101,0
12239,0.90875927,0
12240,0.921658189,0
12241,0.994810317,0
12242,0.990360423,0
12243,0.916568105,0
12244,0.92227421,0
12245,0.924035221,0.024024
12246,0.91270908,0.024024
12247,0.909612186,0
12248,0.903745185,0
12249,0.906041497,0.22022
12250,0.914864405,0.0670671
12251,0.945400691,0.139139
12252,0.955327287,0.289289
12253,0.991995331,0.289289
12254,1.02982034,0.289289
12255,1.092619782,0.304304
12256,1.514661771,0.394394
12257,1.628915305,1.61562
12258,1.663766955,1.82783
12259,1.703024725,1.43644
12260,1.417037664,1.37738
12261,1.156788299,0.725726
12262,1.083477776,0.678679
12263,1.070870922,0.563564
12264,0.942435738,0
12265,0.953926581,0
12266,0.998350553,0
12267,1.02594675,0.73974
12268,1.0880464,0.763764
12269,1.178789255,0.965966
12270,1.264930885,0.983984
12271,1.34392093,0.96997
12272,1.466463494,1.55856
12273,1.450493231,1.92292
12274,1.271631903,1.91692
12275,1.404387116,1.38739
12276,1.36972307,0.255255
12277,1.072039434,0.126126
12278,1.035654329,0.106106
12279,1.210799524,1.12012
12280,1.732401432,0.191191
12281,1.409649445,0.267267
12282,1.37579052,1.27628
12283,1.170159457,0
12377,1.157037197,1
12378,1.154299113,0.626627
12379,1.06959463,0.404404
12380,1.084866653,1.27027
12381,1.086846131,1.41441
12382,1.139047279,1.44645
12383,2.349726281,0.198198
12384,1.119212936,0
12385,1.037271637,0.004004
12386,1.015512774,0.048048
12387,1.02083766,0.0790791
12388,1.002320812,0.026026
12389,0.955258312,0.0740741
12390,0.942361162,0.17017
12391,0.994186702,0.157157
12392,1.023391063,1.0991
12393,1.044377293,0
12394,0.998875048,0
12395,1.26785094,0
12396,1.262510526,0
12397,0.923101415,0
12398,0.919085782,0
12399,0.91324992,0.038038
12400,0.926468269,0.026026
12401,0.999313287,0
12402,0.924403121,0
12403,0.921305391,0
12404,0.918585501,0
12405,0.922019517,0.288288
12406,0.922639053,0.24024
12407,0.913053981,0
12408,0.913343087,0.0920921
12409,0.917026489,0.149149
12410,0.90722852,0
12411,0.957593836,0.003003
12412,0.970226213,0.276276
12413,0.991505709,0.289289
12414,1.026253899,0.383383
12415,1.065465611,1.46146
12416,1.348946579,1.44344
12417,1.598377388,1.87788
12418,1.706412169,0.82983
12419,1.825738682,0.741742
12420,1.563349445,0.577578
12421,1.128711271,0.534535
12422,1.101607458,0.604605
12423,1.106309567,0.419419
12424,0.927235258,0
12425,0.794975572,0
12426,0.794187189,0
12427,0.985991493,0
12428,1.097197695,0.585586
12429,1.25521998,0.660661
12430,1.281770253,0.88989
12431,1.312388251,0.891892
12432,1.467452392,0.813814
12433,1.562321104,1.63063
12434,1.293479028,1.55656
12435,1.401414489,0.391391
12436,1.379951456,0.327327
12437,1.043048673,0.158158
12438,0.957866656,0.0840841
12439,1.145560606,1.06907
12440,1.297066015,0.0780781
12441,1.246897036,0.139139
12442,1.243891293,0.201201
12443,1.141548746,0.217217
12537,1.154971572,1
12538,1.161983806,1.35235
12539,1.080517418,0.422422
12540,1.085557775,1.41942
12541,1.088382277,1.42643
12542,1.944627907,0.446446
12543,1.284370002,0.115115
12544,1.13119853,0.048048
12545,1.061755291,0.0690691
12546,1.040431873,0.0780781
12547,1.019272083,0.0790791
12548,1.021235702,0.046046
12549,0.969160543,0.0890891
12550,0.954211893,0.188188
12551,0.942677243,0.0900901
12552,1.012963265,1.01201
12553,1.028909868,0
12554,1.048570994,0.003003
12555,1.277657139,0.001001
12556,1.266412127,0.00800801
12557,0.930862662,0.115115
12558,0.922263604,0.174174
12559,0.920243544,0.19019
12560,0.926395435,0.174174
12561,0.927986265,0.183183
12562,0.930852467,0.186186
12563,0.930525976,0.0640641
12564,0.918247738,0
12565,0.929019817,0.168168
12566,0.927983313,0.3003
12567,0.930004614,0.012012
12568,0.924036724,0
12569,0.925370198,0
12570,0.950120371,0
12571,0.977991226,0
12572,1.003345429,1.24925
12573,1.020570929,1.31532
12574,1.060191419,1.46947
12575,1.084414734,1.47748
12576,1.301110196,0.379379
12577,1.467730686,0.261261
12578,1.595081863,0.655656
12579,1.666643093,0.814815
12580,1.413936835,0.593594
12581,1.17264794,0.453453
12582,1.108998739,0.43043
12583,1.101950837,0.196196
12584,1.881146886,0
12585,0.801504266,0
12586,0.797700484,0
12587,0.973829984,0
12588,1.114050649,0.60961
12589,1.285390663,0.432432
12590,1.357461958,0.704705
12591,1.534276143,0.925926
12592,1.593496156,1.91892
12593,1.988023093,1.75475
12594,1.46514198,1.62563
12595,1.200731304,1.35435
12596,1.093523012,1.3023
12597,1.035333197,1.15516
12598,1.009022037,1.07307
12599,1.235200638,1.04705
12600,1.143294172,0.0520521
12601,1.030999928,0.0780781
12602,1.026169406,0.113113
12603,1.121257547,0.125125
12604,1.108222122,0.129129
12698,1.164379465,1.12412
12699,1.081243631,0.251251
12700,1.397034201,1.11311
12701,1.398024487,1.41642
12702,1.948596698,0.447447
12703,1.285345124,0.13013
12704,1.13672162,0.0760761
12705,1.073905268,0.0680681
12706,1.04982425,0.0730731
12707,1.03616518,0.0750751
12708,1.026861281,0.0640641
12709,1.008402318,0.242242
12710,0.993100341,0.18018
12711,0.978038111,1.11612
12712,0.951971696,1.00801
12713,1.025713515,0
12714,1.032310108,0.003003
12715,1.282152182,0.002002
12716,1.274614582,0.003003
12717,0.961938557,0.145145
12718,0.960115899,0.13013
12719,0.9484305,0.143143
12720,0.931133381,0.17017
12721,0.932863232,0.198198
12722,0.935701798,0.207207
12723,0.940651337,0.199199
12724,0.94048421,0.032032
12725,0.939106087,0.024024
12726,0.931482198,0.144144
12727,0.939379332,0
12728,0.935162748,0
12729,0.933899736,0
12730,0.970756487,0
12731,0.994413974,1
12732,1.013297295,1.00901
12733,1.032433303,0
12734,1.063749913,0.026026
12735,1.088917477,0.371371
12736,1.298097564,0.144144
12737,2.224533862,0.0930931
12738,1.586452246,0.194194
12739,1.447616609,1.83483
12740,1.294576828,1.71772
12741,1.193566277,1.54054
12742,1.096664898,1.54755
12743,2.16892981,1.29129
12744,1.883417855,0
12745,1.003773705,0
12746,0.869019607,0
12747,0.9805376,0
12748,1.210359321,0.0810811
12749,1.327675888,0.574575
12750,1.408819245,0.605606
12751,1.556602942,1.68669
12752,2.303391272,1.54555
12753,1.679831765,1.74474
12754,1.996171643,1.82683
12755,1.452511244,0.573574
12756,1.1437487,0.143143
12757,1.051864261,1.07508
12758,1.010519746,1.03604
12759,1.227100725,0.02002
12760,0.896162443,0.027027
12761,0.853193114,0.047047
12762,0.885444729,0.0690691
12763,1.020068355,0.0700701
12764,1.126581681,0.0720721
12765,1.132263986,0
12852,2.245647391,0
12853,2.245648908,0
12858,1.193701762,1
12859,1.191956596,2.43143
12860,1.647296032,1.29229
12861,1.11242831,1.44745
12862,1.106028278,0.32032
12863,1.11753208,0.0860861
12864,1.120460381,0.0680681
12865,1.155897335,0.0700701
12866,1.140061108,0.0680681
12867,1.128546077,0.0680681
